Date,Price,Open,High,Low,Vol.,Change %
04/30/2015,815.31,809.34,815.31,809.34,8.73K,0.50%
04/29/2015,811.24,811.98,815.67,809.24,71.47K,-0.09%
04/28/2015,811.98,812.56,814.12,807.75,45.31K,-0.39%
04/24/2015,815.14,819.64,819.64,811.11,30.21K,-0.55%
04/23/2015,819.64,816.53,825.53,814.39,23.85K,0.38%
04/22/2015,816.53,817.58,821.07,815.75,31.26K,-0.13%
04/21/2015,817.58,821.46,826.81,815.01,23.17K,-0.47%
04/20/2015,821.46,821.07,823.93,811.74,28.61K,-0.06%
04/17/2015,821.92,830.56,831.82,819.86,62.41K,-1.16%
04/16/2015,831.6,834.3,846.92,829.49,82.51K,-0.56%
04/15/2015,836.28,818.45,838.67,817.78,62.18K,2.56%
04/14/2015,815.38,809.54,818.98,803,75.12K,0.72%
04/13/2015,809.54,809.37,813.61,796.89,26.84K,-0.11%
04/10/2015,810.41,811.72,816.09,807.26,34.65K,-0.12%
04/09/2015,811.37,810.04,816.12,809.96,29.19K,0.21%
04/08/2015,809.69,804.11,812.73,804.07,40.03K,0.87%
04/07/2015,802.73,805.83,807.67,801.31,37.64K,-0.19%
04/02/2015,804.27,802.41,806.77,801.23,25.08K,0.23%
04/01/2015,802.41,795.07,803.06,795.07,2.94K,0.82%
03/31/2015,795.87,792.62,797.48,790.87,9.45K,0.34%
03/30/2015,793.19,797.75,801.65,788.47,11.87K,-0.55%
03/27/2015,797.61,787.53,799.43,787.03,8.01K,1.03%
03/26/2015,789.44,804.72,804.72,788.04,46.94K,-1.88%
03/25/2015,804.59,798.87,804.59,797.42,20.88K,0.72%
03/24/2015,798.81,805.47,806.47,797.26,23.04K,-0.79%
03/23/2015,805.16,805.34,806.64,802.07,43.08K,-0.02%
03/20/2015,805.34,806.7,807.29,802.45,26.54K,-0.16%
03/19/2015,806.67,808.56,808.7,801.57,29.78K,-0.27%
03/18/2015,808.87,812.19,813.2,808.2,15.59K,-0.38%
03/17/2015,811.98,811.09,811.98,808.32,42.04K,0.16%
03/16/2015,810.68,807.58,810.68,806.68,20.99K,0.51%
03/13/2015,806.59,808.21,808.41,806.09,19.56K,-0.20%
03/12/2015,808.21,807.37,808.21,805.13,16.49K,0.10%
03/11/2015,807.37,806.06,811.34,806.06,14.14K,0.16%
03/10/2015,806.06,806.61,812.04,806.06,14.23K,-0.19%
03/09/2015,807.62,801.58,809.25,799,23.71K,0.69%
03/06/2015,802.09,795.13,803.47,794.14,20.94K,0.72%
03/05/2015,796.37,797.1,798.4,793.53,15.80K,-0.25%
03/04/2015,798.33,800.61,800.61,793.47,15.67K,-0.23%
03/03/2015,800.2,802.71,802.83,796.06,25.60K,-0.29%
03/02/2015,802.5,796.51,802.5,791.01,13.57K,0.76%
02/27/2015,796.41,786.59,796.91,784.71,19.32K,1.09%
02/26/2015,787.82,776.86,788.38,775.43,6.12K,0.99%
02/25/2015,780.09,782.73,785.38,776.18,15.19K,-0.34%
02/24/2015,782.73,780.79,782.73,775.28,17.16K,0.25%
02/23/2015,780.79,780.72,781.04,776.07,24.83K,-0.06%
02/20/2015,781.26,780.52,781.26,768.78,15.64K,0.09%
02/19/2015,780.56,781.07,785.16,780.56,9.04K,-0.06%
02/18/2015,781.04,783.43,783.54,779.44,20.50K,-0.31%
02/17/2015,783.43,778.27,784.42,777.96,38.73K,0.46%
02/16/2015,779.81,780.44,783.28,778.69,5.39K,-0.20%
02/13/2015,781.41,781.69,781.69,775.26,11.99K,-0.04%
02/12/2015,781.69,780.05,784.41,777.77,15.28K,0.05%
02/11/2015,781.28,778.22,781.28,770.01,26.93K,0.22%
02/10/2015,779.55,775.34,780.46,771.54,17.94K,0.54%
02/09/2015,775.34,786.85,786.85,772.31,28.44K,-1.44%
02/06/2015,786.67,782.44,788.89,772.78,13.11K,0.52%
02/05/2015,782.61,776.54,782.77,772.58,15.53K,0.78%
02/04/2015,776.52,777.17,778.6,769.64,39.42K,-0.15%
02/03/2015,777.66,784.99,785.79,777.43,17.63K,-0.96%
02/02/2015,785.16,790.52,790.52,781.9,27.74K,-0.65%
01/30/2015,790.31,782.36,790.31,780,25.25K,0.94%
01/29/2015,782.92,782.08,784.87,780.03,14.11K,0.07%
01/28/2015,782.38,780.15,783.24,780.15,51.94K,0.29%
01/27/2015,780.15,782.18,784.94,778.37,23.98K,-0.20%
01/26/2015,781.68,782.76,785.9,777.17,13.29K,-0.20%
01/23/2015,783.21,776.63,785.53,774.59,36.68K,0.56%
01/22/2015,778.85,771.12,781.07,770.91,20.83K,0.99%
01/21/2015,771.18,772.4,775.48,766.25,18.70K,-0.24%
01/20/2015,773.03,773.77,774.56,771.42,24.42K,-0.05%
01/19/2015,773.43,780.35,780.35,771.56,23.56K,-0.89%
01/16/2015,780.35,774.67,780.35,768.5,15.53K,0.72%
01/15/2015,774.8,777.6,779.47,773.45,9.83K,-0.61%
01/14/2015,779.54,781.53,781.53,774.78,28.59K,-0.26%
01/13/2015,781.61,791.47,791.47,781.08,16.53K,-1.28%
01/12/2015,791.72,796.83,796.83,784.39,13.21K,-0.57%
01/09/2015,796.25,800.1,803.06,793.45,16.64K,-0.70%
01/08/2015,801.85,803.03,804.25,797.32,23.92K,-0.15%
01/07/2015,803.06,794.73,803.06,794.73,14.36K,1.00%
01/06/2015,795.11,795.43,800.86,788.35,24.02K,-0.16%
01/05/2015,796.42,776.53,796.83,776.53,16.25K,2.60%
01/02/2015,776.24,774.05,779.76,774.05,4.81K,-1.00%
12/30/2014,784.12,772.88,784.12,758.05,102.60K,1.23%
12/29/2014,774.56,770.5,779.33,759.55,59.62K,-0.64%
12/23/2014,779.54,776.18,780.22,770.47,27.82K,0.43%
12/22/2014,776.18,765.1,777.51,762.21,65.78K,1.16%
12/19/2014,767.31,754.92,767.36,751.15,49.60K,1.70%
12/18/2014,754.46,741.65,754.46,734.17,35.17K,1.94%
12/17/2014,740.11,744.24,744.24,722.75,94.17K,-1.55%
12/16/2014,751.76,760.78,761.37,749.56,59.45K,-1.19%
12/15/2014,760.81,769.05,770.69,760.81,28.07K,-1.55%
12/12/2014,772.77,763.67,772.77,762.4,21.53K,0.77%
12/11/2014,766.83,781.91,781.91,766.67,19.64K,-2.11%
12/10/2014,783.34,784.39,784.39,779.58,28.23K,-0.14%
12/09/2014,784.43,793.74,793.74,782.84,37.32K,-1.10%
12/08/2014,793.13,789.87,796.09,788.91,22.28K,-0.13%
12/05/2014,794.19,804.97,806.46,794.19,38.84K,-1.38%
12/04/2014,805.34,807.46,808.81,799.4,22.85K,-0.26%
12/03/2014,807.42,812.12,814,804.39,14.97K,-0.53%
12/02/2014,811.75,813.32,819.4,808.02,27.14K,-0.21%
12/01/2014,813.47,814.27,818.48,811.73,16.85K,-0.01%
11/28/2014,813.55,807.02,813.66,807.02,39.41K,0.59%
11/27/2014,808.75,809.69,815.45,804.96,28.12K,-0.40%
11/26/2014,811.99,817.2,817.75,801.2,27.80K,-0.64%
11/25/2014,817.2,815.72,818.61,812.45,46.49K,0.33%
11/24/2014,814.48,818.29,819.55,814.48,49.39K,-0.25%
11/21/2014,816.51,814.4,819.01,809.85,16.73K,0.26%
11/20/2014,814.4,815.58,815.58,807.35,29.08K,-0.16%
11/19/2014,815.7,816.97,822.23,814,45.14K,-0.19%
11/18/2014,817.22,821.9,823.35,817.22,21.76K,-0.57%
11/17/2014,821.9,824.88,825.14,820.54,47.30K,-0.36%
11/14/2014,824.88,822.36,826.69,822.03,38.76K,0.31%
11/13/2014,822.36,822.31,825.71,816.58,35.77K,-0.20%
11/12/2014,824.04,819.32,824.04,817.26,24.51K,0.60%
11/11/2014,819.09,819.53,819.53,812.72,29.70K,-0.05%
11/10/2014,819.53,811.72,819.53,806.46,19.81K,1.14%
11/07/2014,810.32,811.68,816.89,809.8,23.33K,-0.24%
11/06/2014,812.26,820.03,820.97,808.16,26.65K,-0.95%
11/05/2014,820.07,820.29,820.69,813.02,34.47K,0.05%
11/04/2014,819.67,803.66,820.5,803.66,34.32K,1.89%
11/03/2014,804.48,811.1,812.46,804,14.38K,-0.82%
10/30/2014,811.12,811.58,813.75,809.24,21.72K,0.19%
10/29/2014,809.55,807.38,810.28,805.8,13.16K,0.27%
10/28/2014,807.39,802.88,811.69,800.8,9.72K,0.57%
10/27/2014,802.81,796.9,805.94,796.9,10.37K,0.72%
10/24/2014,797.08,796.92,797.83,792.97,42.69K,0.04%
10/23/2014,796.73,801.24,801.57,795.2,21.72K,-0.56%
10/22/2014,801.21,800.3,803.38,798.15,21.49K,0.11%
10/21/2014,800.3,802.77,804.4,798.59,25.25K,-0.23%
10/20/2014,802.16,797.81,802.16,793.01,30.21K,0.68%
10/17/2014,796.76,793.04,798.7,789.05,26.03K,0.66%
10/16/2014,791.54,806.04,807.07,791.25,58.55K,-1.94%
10/15/2014,807.21,801.78,807.21,796.34,25.62K,0.84%
10/14/2014,800.5,813.23,813.23,800.5,61.00K,-1.57%
10/13/2014,813.23,820.94,820.94,811.65,17.05K,-0.94%
10/10/2014,820.94,834.65,835.21,820.28,43.31K,-1.64%
10/09/2014,834.64,834.28,836.74,831.88,40.53K,0.06%
10/08/2014,834.18,837.45,837.45,831.85,14.58K,-0.39%
10/07/2014,837.45,839.4,841.63,836.23,16.04K,-0.23%
10/06/2014,839.4,839.32,839.87,836.03,12.86K,0.20%
10/03/2014,837.76,836.02,841.5,833.76,21.34K,0.21%
10/02/2014,836.02,835.72,843.76,834.92,25.77K,0.04%
10/01/2014,835.72,837.86,837.86,834.26,19.19K,-0.23%
09/30/2014,837.68,835.9,841.4,834.65,45.96K,0.26%
09/29/2014,835.53,833.93,836.78,828.75,13.45K,-0.01%
09/27/2014,835.62,835.62,835.62,835.62,,0.00%
09/26/2014,835.62,838.03,838.51,834.1,22.22K,-0.29%
09/25/2014,838.03,838.3,840.16,835.99,65.53K,0.03%
09/24/2014,837.74,834.81,838.91,833.3,20.11K,0.02%
09/23/2014,837.55,840.26,840.26,836.29,19.43K,-0.21%
09/22/2014,839.28,833.89,840.26,830.54,22.05K,0.27%
09/19/2014,837.01,839.87,845.05,837.01,28.81K,-0.20%
09/18/2014,838.72,835.86,843.84,835.85,69.54K,0.46%
09/17/2014,834.92,830.68,837.91,829.96,67.12K,0.51%
09/16/2014,830.68,817.6,832.49,817,118.13K,1.88%
09/15/2014,815.35,818.28,820.16,814.64,19.29K,-0.36%
09/13/2014,818.28,818.28,818.28,818.28,,0.00%
09/12/2014,818.28,816.06,820.05,814.77,85.94K,0.27%
09/11/2014,816.06,815.62,817.06,812.17,16.40K,0.21%
09/10/2014,814.37,823.82,829.48,812.51,48.58K,-1.16%
09/09/2014,823.92,813.66,824.86,811.26,66.96K,1.30%
09/08/2014,813.34,806.15,814.13,805.35,34.76K,1.00%
09/05/2014,805.31,799.76,806.08,798.72,17.28K,0.78%
09/04/2014,799.08,807.38,810.87,796.41,32.60K,-1.14%
09/03/2014,808.32,815.38,815.38,793.68,53.42K,-1.01%
09/02/2014,816.53,814.1,818.2,809.69,22.47K,0.23%
09/01/2014,814.63,818.73,818.95,808.24,9.39K,-0.54%
08/31/2014,819.02,819.02,819.02,819.02,,0.00%
08/29/2014,819.02,822.74,823.7,812.8,33.61K,-0.49%
08/28/2014,823.05,827.88,827.88,817,63.45K,-0.53%
08/27/2014,827.4,823.94,827.4,819.5,47.00K,0.22%
08/26/2014,825.56,824.92,828.51,820.4,32.60K,-0.27%
08/25/2014,827.78,822.46,827.81,821.53,46.11K,1.14%
08/22/2014,818.46,809.7,818.56,808.13,40.86K,1.44%
08/21/2014,806.84,803.76,807.01,802.01,38.51K,0.38%
08/20/2014,803.76,795.71,803.76,793.74,132.36K,0.73%
08/19/2014,797.91,791.25,799.12,786.38,49.06K,1.00%
08/18/2014,790.02,786.18,791.55,785.54,45.86K,0.92%
08/14/2014,782.82,790.86,793.92,781.25,38.00K,-1.47%
08/13/2014,794.53,800.99,802.38,793.18,44.64K,-0.61%
08/12/2014,799.41,799.67,799.67,795.64,15.55K,-0.03%
08/11/2014,799.67,793.07,799.67,793.07,16.92K,0.62%
08/10/2014,794.73,794.73,794.73,794.73,,0.00%
08/08/2014,794.73,799.32,801.99,791.15,43.34K,-0.59%
08/07/2014,799.46,798.34,800.28,796.18,37.16K,0.14%
08/06/2014,798.34,798.22,801.97,793.1,36.00K,-0.42%
08/05/2014,801.67,797.72,801.89,793.47,35.80K,0.11%
08/04/2014,800.81,802.88,802.88,793.72,15.82K,0.12%
08/02/2014,799.84,799.84,799.84,799.84,,0.00%
08/01/2014,799.84,808.73,811.2,797.14,35.85K,-1.23%
07/31/2014,809.82,809.73,810.45,805.63,25.59K,0.00%
07/30/2014,809.84,804.95,809.84,801.3,49.52K,0.61%
07/29/2014,804.95,794.25,807.07,793.99,21.22K,1.26%
07/28/2014,794.93,798.13,798.78,790.26,29.79K,-0.34%
07/27/2014,797.62,797.62,797.62,797.62,,0.00%
07/25/2014,797.62,797.35,798.85,794.73,32.22K,0.00%
07/24/2014,797.61,796.1,797.61,791.05,33.37K,0.28%
07/23/2014,795.42,794.59,798.71,793.13,19.50K,0.11%
07/22/2014,794.56,793.7,794.89,787.71,45.53K,0.30%
07/21/2014,792.2,791.71,794.02,784.64,17.00K,-0.21%
07/20/2014,793.89,793.89,793.89,793.89,,0.00%
07/18/2014,793.89,796.73,800.47,793.14,93.05K,-0.38%
07/17/2014,796.93,786.02,801.39,785.81,84.70K,1.39%
07/16/2014,786.02,780.1,790.87,779.98,80.80K,0.57%
07/15/2014,781.6,763.69,784.63,763.69,71.56K,2.30%
07/14/2014,764.03,756.71,764.03,743.62,38.17K,0.63%
07/12/2014,759.27,759.27,759.27,759.27,,0.00%
07/11/2014,759.27,770.5,770.68,756.75,16.02K,-1.67%
07/10/2014,772.17,775.67,778.39,769.13,75.29K,-0.46%
07/09/2014,775.71,757.41,778.7,755.69,61.04K,2.48%
07/08/2014,756.96,766.99,768.66,755.18,51.50K,-1.66%
07/07/2014,769.72,796.66,796.69,768.01,21.14K,-3.58%
07/04/2014,798.33,814.28,814.28,793.37,32.25K,-1.80%
07/03/2014,812.95,816.62,823.59,810.15,57.96K,-0.65%
07/02/2014,818.29,816.6,821.89,811.3,44.68K,0.21%
07/01/2014,816.6,822.14,822.14,816.04,42.67K,-0.67%
06/30/2014,822.14,809.97,822.14,808.69,35.08K,1.53%
06/27/2014,809.78,796.43,809.78,795.09,33.56K,1.55%
06/26/2014,797.45,777.03,797.45,777.03,46.86K,2.47%
06/24/2014,778.23,779.17,782.84,774.25,17.41K,-0.15%
06/23/2014,779.38,777.06,783.12,775.66,25.89K,0.41%
06/20/2014,776.18,794.47,795.08,767.55,38.39K,-2.13%
06/19/2014,793.06,792.86,793.66,788.18,20.55K,0.03%
06/18/2014,792.86,793.2,796.66,788.23,13.19K,-0.26%
06/17/2014,794.9,800.42,802.5,794.08,16.18K,-1.03%
06/16/2014,803.18,802.85,805.7,795.13,31.88K,0.41%
06/13/2014,799.87,806.77,807.17,797.18,10.78K,-0.94%
06/12/2014,807.48,816.23,816.23,804.34,27.14K,-0.95%
06/11/2014,815.21,820.31,820.31,807.32,17.10K,-0.76%
06/10/2014,821.47,810.44,822.08,810.44,42.86K,1.22%
06/09/2014,811.6,801.64,811.6,800.58,16.85K,1.24%
06/06/2014,801.68,798.87,801.71,797.73,16.48K,0.57%
06/05/2014,797.17,802.46,803.54,796.55,34.57K,-0.65%
06/04/2014,802.42,808.58,808.58,797.14,33.02K,-0.92%
06/03/2014,809.83,813.6,815.9,809.05,31.30K,-0.48%
06/02/2014,813.75,811.39,816.11,803.68,19.41K,0.07%
05/30/2014,813.16,803.98,813.16,803.88,84.72K,1.13%
05/29/2014,804.07,789.97,804.07,789.97,136.09K,1.86%
05/28/2014,789.38,778.68,789.38,778.68,64.68K,1.45%
05/27/2014,778.1,772.74,778.38,769.88,12.91K,0.74%
05/26/2014,772.39,770.48,772.78,767.41,24.49K,0.25%
05/25/2014,770.48,770.48,770.48,770.48,,0.00%
05/23/2014,770.48,767.85,772.18,766.98,39.96K,0.21%
05/22/2014,768.85,764.71,769.79,761.34,33.70K,0.72%
05/21/2014,763.32,754.05,763.43,754.05,26.37K,1.25%
05/20/2014,753.88,752.38,755.33,745.88,34.87K,-0.03%
05/19/2014,754.1,751.9,754.1,747.64,22.11K,0.71%
05/16/2014,748.82,748.2,749.34,744.83,22.03K,0.05%
05/15/2014,748.48,751.02,751.62,744.52,30.28K,-0.28%
05/14/2014,750.56,758.42,758.62,747.45,10.55K,-0.73%
05/13/2014,756.1,750.4,756.1,748.67,18.94K,0.81%
05/12/2014,750.01,746.76,750.01,743,22.00K,0.44%
05/09/2014,746.74,741.76,746.74,741.6,28.49K,0.59%
05/08/2014,742.34,737.56,742.34,736.84,28.32K,0.65%
05/07/2014,737.56,733.24,738.3,729.93,29.61K,0.44%
05/06/2014,734.33,743.96,745.8,733.64,42.00K,-1.29%
05/05/2014,743.96,746.52,746.52,736.11,14.80K,-0.34%
04/30/2014,746.52,735.14,749.32,735.14,27.72K,1.55%
04/29/2014,735.14,728.58,735.14,719.21,15.50K,0.90%
04/28/2014,728.57,757.91,757.91,716.52,43.08K,-4.01%
04/25/2014,759,770.26,770.26,754,24.59K,-1.32%
04/24/2014,769.19,765.75,770.79,761.82,16.60K,0.32%
04/23/2014,766.77,762.53,766.77,759.57,21.33K,0.44%
04/22/2014,763.39,763.14,769.09,762.11,15.74K,-0.08%
04/17/2014,764.01,770.44,771.65,762.67,17.61K,-0.83%
04/16/2014,770.4,774.24,774.52,769.42,96.05K,-0.49%
04/15/2014,774.18,767.69,774.18,763.17,95.84K,0.81%
04/14/2014,767.97,765.75,768.87,759.79,73.35K,0.30%
04/11/2014,765.7,764.8,774.74,764.8,34.46K,-0.02%
04/10/2014,765.88,763.94,768.02,758.78,38.58K,0.25%
04/09/2014,764,761.92,764,758.17,100.96K,0.27%
04/08/2014,761.98,764.26,770.52,758.99,72.40K,-0.37%
04/07/2014,764.83,755.33,766.01,749.18,130.59K,1.32%
04/04/2014,754.9,740.92,755.7,739.6,116.11K,2.04%
04/03/2014,739.81,724.42,743.2,721.16,107.14K,2.07%
04/02/2014,724.79,723.74,727.39,717.37,42.22K,0.13%
04/01/2014,723.84,714.04,723.84,712.91,61.75K,1.03%
03/31/2014,716.49,710.27,716.49,704.06,57.65K,0.60%
03/28/2014,712.22,707.76,713.23,706.34,34.67K,0.13%
03/27/2014,711.31,707.39,711.31,705.33,18.89K,0.26%
03/26/2014,709.48,697.37,709.48,694.58,23.20K,1.53%
03/25/2014,698.79,701.15,701.15,696.48,17.63K,-0.14%
03/24/2014,699.76,701.97,705.25,699.34,20.89K,-0.14%
03/21/2014,700.72,710.51,711.73,700.72,40.03K,-1.57%
03/20/2014,711.9,709.01,713.5,708.92,22.97K,-0.10%
03/19/2014,712.64,704.21,719.28,703.23,33.55K,1.11%
03/18/2014,704.79,703.94,709.98,702.26,44.83K,0.21%
03/17/2014,703.32,700,705.78,700,42.95K,0.48%
03/14/2014,699.97,699.68,701.55,695.46,30.54K,0.04%
03/13/2014,699.68,702.34,702.34,697.12,76.35K,-0.35%
03/12/2014,702.17,710.27,710.27,702.09,84.57K,-1.12%
03/11/2014,710.1,713.32,713.32,708.32,59.68K,-0.56%
03/10/2014,714.12,720.17,722.11,713.11,21.51K,-0.84%
03/09/2014,720.17,720.17,720.17,720.17,,0.00%
03/07/2014,720.17,711.6,720.17,711.55,20.90K,1.13%
03/06/2014,712.12,706.26,715.85,706.26,18.75K,0.83%
03/05/2014,706.26,703.7,706.26,699.93,15.65K,0.33%
03/04/2014,703.95,709.71,709.71,700.02,41.71K,-0.81%
03/03/2014,709.72,725.24,725.3,708.42,53.80K,-2.13%
02/28/2014,725.14,715.21,725.54,715.21,47.43K,1.39%
02/27/2014,715.19,708.73,715.72,708.59,14.81K,0.90%
02/26/2014,708.78,706.06,709.04,704.7,9.27K,0.38%
02/25/2014,706.09,707.38,708.4,701.88,8.65K,-0.27%
02/24/2014,708,701.96,710.44,701.12,11.55K,0.86%
02/21/2014,701.99,706.01,706.01,696.49,16.08K,-0.83%
02/20/2014,707.88,706.95,709.64,703.25,5.10K,0.17%
02/19/2014,706.67,701.8,707.13,700.13,40.80K,0.66%
02/18/2014,702.01,701.17,705.16,701.17,24.88K,0.23%
02/17/2014,700.42,696.89,700.42,694.49,19.81K,0.50%
02/14/2014,696.96,696.09,698.75,694.71,50.85K,0.03%
02/13/2014,696.78,695.81,700.4,692.99,22.04K,0.22%
02/12/2014,695.22,694.28,695.22,687.41,13.76K,0.16%
02/11/2014,694.13,685.5,694.53,685.07,39.71K,1.25%
02/10/2014,685.54,690.1,692.43,685.16,23.76K,-0.66%
02/07/2014,690.1,688.19,690.1,684.87,24.85K,0.08%
02/06/2014,689.57,689.39,691.4,686.38,38.60K,0.03%
02/05/2014,689.39,687.57,689.88,685.26,18.39K,0.36%
02/04/2014,686.94,691.08,692.3,683.19,23.66K,-0.91%
02/03/2014,693.24,700.55,700.83,692.02,28.43K,-0.95%
01/31/2014,699.92,700.11,705.76,696.48,31.08K,-0.20%
01/30/2014,701.31,702.45,702.45,698.09,32.41K,-0.25%
01/29/2014,703.08,701.45,705.02,700.93,29.02K,0.11%
01/28/2014,702.32,694.72,703.46,691.17,26.87K,1.09%
01/27/2014,694.78,699.79,701.68,688.59,9.01K,-0.83%
01/24/2014,700.56,712.05,712.05,695.7,34.93K,-1.79%
01/23/2014,713.3,717.65,718.49,709.21,28.37K,-0.63%
01/22/2014,717.81,714.73,719.82,713.93,31.33K,0.22%
01/21/2014,716.25,705.98,718.25,705.26,43.89K,1.44%
01/20/2014,706.06,706.39,713.65,703.51,34.10K,-0.05%
01/17/2014,706.39,699.99,707.42,697.64,39.07K,1.03%
01/16/2014,699.16,693.04,699.16,691.94,44.89K,0.94%
01/15/2014,692.64,685.29,699.66,684.4,34.21K,1.07%
01/14/2014,685.29,676.41,685.29,675,21.09K,1.19%
01/13/2014,677.21,678.77,683.07,675.38,24.40K,-0.24%
01/10/2014,678.86,674.34,681.09,671.5,553.18K,0.90%
01/09/2014,672.82,676.22,676.22,664.38,27.09K,-0.52%
01/08/2014,676.34,674.59,677.68,671.88,15.14K,0.42%
01/07/2014,673.48,670.84,674.24,663.27,28.56K,0.40%
01/06/2014,670.79,664.02,671.83,659.08,8.40K,0.99%
01/03/2014,664.19,657.54,665.03,653.59,23.50K,0.90%
01/02/2014,658.28,653.98,658.28,647.52,5.96K,0.40%
12/30/2013,655.66,640.33,655.66,637.92,74.73K,2.29%
12/27/2013,641,638.09,644.09,633.24,32.37K,0.45%
12/23/2013,638.13,638.08,638.13,628.38,29.14K,0.02%
12/20/2013,637.98,635.59,642.45,634.13,49.91K,0.32%
12/19/2013,635.95,635.84,641.65,631.38,66.11K,-0.53%
12/18/2013,639.35,644.98,648.95,637.26,21.67K,-0.90%
12/17/2013,645.16,643.02,650.94,642.66,22.63K,0.33%
12/16/2013,643.06,647.16,648.27,641.89,39.27K,-1.01%
12/13/2013,649.6,641.57,650.34,641.57,12.15K,0.74%
12/12/2013,644.85,640,645.57,638.94,12.47K,0.76%
12/11/2013,639.99,640.89,642.6,637.03,34.72K,-0.24%
12/10/2013,641.52,636.23,643.05,631.63,21.47K,0.83%
12/09/2013,636.23,629.72,636.23,627.32,16.40K,1.03%
12/06/2013,629.72,630.54,630.54,622.96,29.36K,-0.35%
12/05/2013,631.95,623.04,631.95,623.04,6.63K,1.46%
12/04/2013,622.86,622.91,622.91,617.07,39.30K,-0.22%
12/03/2013,624.25,635.83,635.83,621.25,11.13K,-1.82%
12/02/2013,635.83,643.51,643.51,631.27,24.08K,-1.19%
11/29/2013,643.51,651.4,651.4,643.31,18.09K,-1.21%
11/28/2013,651.4,652.91,653.36,649.1,8.94K,-0.25%
11/27/2013,653.03,653.68,655.46,650.99,19.22K,-0.36%
11/26/2013,655.41,657.45,661.86,655.25,57.54K,-0.31%
11/25/2013,657.45,654.14,660.74,651.75,17.27K,-0.24%
11/22/2013,659.04,650.11,659.04,648.35,20.47K,1.02%
11/21/2013,652.41,649.44,652.41,645.76,16.11K,0.54%
11/20/2013,648.91,647.45,650.05,643.87,15.03K,0.77%
11/19/2013,643.96,644.67,648.45,641.7,23.07K,-0.13%
11/18/2013,644.82,645.7,648.38,644.26,16.35K,-0.14%
11/15/2013,645.7,645.37,647.89,643.79,15.11K,-0.22%
11/14/2013,647.15,645.5,650.47,645.5,13.92K,0.07%
11/13/2013,646.68,647.51,648.52,641.74,12.97K,-0.13%
11/12/2013,647.51,643.51,649.37,640.27,11.11K,0.39%
11/11/2013,645.02,638.32,646.14,631.03,7.72K,1.05%
11/08/2013,638.34,637.92,638.58,633.08,5.65K,0.07%
11/07/2013,637.92,633.84,637.92,621.57,18.78K,0.64%
11/06/2013,633.84,625.1,635.85,625.1,22.04K,1.40%
11/05/2013,625.1,622.12,625.78,619.02,9.84K,0.50%
11/04/2013,621.96,629.21,630.76,619.6,6.72K,-1.15%
10/30/2013,629.21,621.08,629.21,621.08,9.76K,1.22%
10/29/2013,621.61,621.14,623.48,616.79,14.90K,-0.21%
10/28/2013,622.89,615.61,622.89,613.82,24.19K,1.12%
10/25/2013,615.99,610.07,616.32,610,26.52K,1.12%
10/24/2013,609.19,612.85,613.1,607.1,10.88K,-0.67%
10/23/2013,613.29,613.25,616.09,610.72,13.87K,-0.12%
10/22/2013,614.02,618.78,618.91,613.66,11.49K,-0.79%
10/21/2013,618.92,621.92,623.05,617.43,21.30K,-0.54%
10/18/2013,622.27,619.07,624.18,617.94,10.94K,0.02%
10/17/2013,622.17,615.89,622.17,614.32,26.01K,0.47%
10/16/2013,619.27,609.73,619.27,607.29,16.83K,1.56%
10/15/2013,609.73,604.68,611.1,601.48,12.84K,0.83%
10/14/2013,604.69,604.78,605.06,601.02,7.54K,-0.11%
10/11/2013,605.33,600.2,605.33,597.17,56.62K,0.71%
10/10/2013,601.09,602.32,604.8,600.98,3.62K,-0.50%
10/09/2013,604.09,606.3,606.3,603.18,59.81K,-0.75%
10/08/2013,608.68,604.91,608.68,601.46,5.92K,0.62%
10/07/2013,604.91,608.09,608.48,604.51,11.18K,-0.75%
10/04/2013,609.47,606.38,609.47,604.5,13.30K,0.51%
10/03/2013,606.38,609.57,609.57,605.17,18.96K,-0.22%
10/02/2013,607.72,611.52,611.52,605.79,6.66K,-0.91%
10/01/2013,613.29,614.48,615.62,611.55,9.56K,-0.25%
09/30/2013,614.85,617.25,620.79,610.78,53.81K,-0.96%
09/27/2013,620.79,620.5,622.85,619.34,12.26K,-0.41%
09/26/2013,623.33,617.68,623.33,613.89,39.92K,0.72%
09/25/2013,618.87,617.65,618.97,615.23,15.90K,0.45%
09/24/2013,616.11,619.46,626.39,615.63,32.17K,-0.30%
09/23/2013,617.97,622.87,622.87,615.82,11.00K,-0.65%
09/20/2013,622.02,612.38,622.29,608.65,45.09K,1.57%
09/19/2013,612.38,604.28,615.29,603.43,18.33K,1.44%
09/18/2013,603.71,602.87,604.47,599.51,14.03K,0.25%
09/17/2013,602.23,608.07,608.67,602.12,20.99K,-0.95%
09/16/2013,608.02,612.51,613.28,608.02,14.68K,-1.07%
09/13/2013,614.62,612.1,614.62,610.92,40.97K,0.41%
09/12/2013,612.1,615.02,615.02,607.8,40.45K,-0.47%
09/11/2013,615.02,613.64,615.11,611.02,32.51K,0.00%
09/10/2013,615.01,609.28,615.8,606.52,19.31K,0.94%
09/09/2013,609.28,612.91,613.06,603.96,78.98K,-0.59%
09/06/2013,612.91,623.51,623.51,612.87,101.58K,-1.71%
09/05/2013,623.55,623.81,625.95,618.6,13.69K,-0.03%
09/04/2013,623.74,629.18,631.95,623.74,41.85K,-0.88%
